borough,neighborhood,building_class_category,address,zip_code,residential_units,commercial_units,total_units,year_built,sale_price,sale_date,sale_year,sale_month
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,4090 PARK AVENUE,10457,1,0,1,1901,241500.0,2018-08-17,2018,2018-08
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,4463 PARK AVENUE,10457,1,0,1,1899,180000.0,2018-03-22,2018,2018-03
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,4463 PARK AVENUE,10457,1,0,1,1899,455000.0,2018-11-28,2018,2018-11
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,4445 PARK AVENUE,10457,1,0,1,1899,255000.0,2018-03-05,2018,2018-03
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,2329 WASHINGTON AVENUE,10458,1,0,1,1910,340000.0,2018-02-22,2018,2018-02
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,469 EAST 185 STREET,10458,1,0,1,1910,210000.0,2018-02-15,2018,2018-02
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,469 E 185TH ST,10458,1,0,1,1910,419000.0,2018-12-20,2018,2018-12
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,2046 WASHINGTON AVENUE,10457,1,1,2,1899,305000.0,2018-07-18,2018,2018-07
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,2090 WASHINGTON  AVENUE,10457,1,0,1,1901,365000.0,2018-02-23,2018,2018-02
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,2083 BATHGATE AVENUE,10457,1,0,1,1899,445000.0,2018-12-17,2018,2018-12
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,482 E 181ST ST,10457,1,0,1,1901,365000.0,2018-03-22,2018,2018-03
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,540 EAST 182 STREET,10457,1,0,1,1901,375000.0,2018-06-19,2018,2018-06
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,503 EAST 182ND STREET,10457,1,0,1,1901,375000.0,2018-08-22,2018,2018-08
Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,2308 WASHINGTON AVENUE,10458,1,1,2,1931,350000.0,2018-11-06,2018,2018-11
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,1720 WEBSTER AVENUE,10457,2,1,3,1931,600000.0,2018-03-20,2018,2018-03
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,480 CLAREMONT PARKWAY,10457,2,0,2,1993,515000.0,2018-01-19,2018,2018-01
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,511 EAST 171 STREET,10457,2,0,2,1993,470000.0,2018-09-28,2018,2018-09
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,1473 CROTONA PLACE,10456,2,0,2,1994,540000.0,2018-05-30,2018,2018-05
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,3864 3 AVENUE,10457,2,0,2,1995,318500.0,2018-06-28,2018,2018-06
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,3864 3RD AVENUE,10457,2,0,2,1995,679000.0,2018-11-27,2018,2018-11
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,547 CLAREMONT PARKWAY,10457,2,0,2,1995,570000.0,2018-06-05,2018,2018-06
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,1941 WASHINGTON AVENUE,10457,2,0,2,1995,520000.0,2018-07-23,2018,2018-07
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,459 EAST 179 STREET,10457,2,0,2,1998,415000.0,2018-08-29,2018,2018-08
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,455 E. 179TH STREET,10457,2,0,2,1998,725000.0,2018-08-28,2018,2018-08
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,466 EAST 185 STREET,10458,2,0,2,1910,635000.0,2018-08-29,2018,2018-08
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,476 EAST 186 STREET,10458,2,0,2,1997,400000.0,2018-08-07,2018,2018-08
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,2042 WASHINGTON AVENUE,10457,2,0,2,1899,453000.0,2018-07-18,2018,2018-07
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,2044 WASHINGTON AVENUE,10457,2,0,2,1899,336000.0,2018-04-12,2018,2018-04
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,2071 BATHGATE AVE,10457,2,0,2,1899,610000.0,2018-10-19,2018,2018-10
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,2194 BATHGATE AVENUE,10457,2,0,2,1901,598500.0,2018-07-31,2018,2018-07
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,500 EAST 183RD STREET,10458,2,1,3,1900,940000.0,2018-01-25,2018,2018-01
Bronx,BATHGATE,02 TWO FAMILY DWELLINGS,2244 BASSFORD AVENUE,10457,2,0,2,1901,489000.0,2018-11-29,2018,2018-11
Bronx,BATHGATE,03 THREE FAMILY DWELLINGS,457 EAST 178 STREET,10457,3,0,3,2007,476580.0,2018-09-28,2018,2018-09
Bronx,BATHGATE,03 THREE FAMILY DWELLINGS,463 EAST 181,10457,3,0,3,2006,739800.0,2018-05-18,2018,2018-05
Bronx,BATHGATE,03 THREE FAMILY DWELLINGS,453 EAST 181,10457,3,0,3,2006,750000.0,2018-09-13,2018,2018-09
Bronx,BATHGATE,03 THREE FAMILY DWELLINGS,460 E 183RD STREET,10458,3,0,3,1910,402219.0,2018-07-30,2018,2018-07
Bronx,BATHGATE,03 THREE FAMILY DWELLINGS,446 CYRUS PLACE,10458,3,0,3,1910,110000.0,2018-02-15,2018,2018-02
Bronx,BATHGATE,03 THREE FAMILY DWELLINGS,2265 BASSFORD AVENUE,10457,3,0,3,2003,554007.0,2018-01-12,2018,2018-01
Bronx,BATHGATE,03 THREE FAMILY DWELLINGS,2325 BATHGATE AVENUE,10458,3,0,3,1931,550000.0,2018-09-21,2018,2018-09
Bronx,BATHGATE,05 TAX CLASS 1 VACANT LAND,4656 PARK AVENUE,10458,0,0,0,0,900000.0,2018-12-06,2018,2018-12
Bronx,BATHGATE,06 TAX CLASS 1 - OTHER,2081 BATHGATE AVENUE,10457,0,0,0,0,165000.0,2018-07-13,2018,2018-07
Bronx,BATHGATE,07 RENTALS - WALKUP APARTMENTS,410 EAST 173RD STREET,10457,6,0,6,1908,900000.0,2018-09-17,2018,2018-09
Bronx,BATHGATE,07 RENTALS - WALKUP APARTMENTS,404 EAST 175TH STREET,10457,8,0,8,1931,1470000.0,2018-01-25,2018,2018-01
Bronx,BATHGATE,07 RENTALS - WALKUP APARTMENTS,442 EAST 176 STREET,10457,24,0,24,1910,15400000.0,2018-09-21,2018,2018-09
