borough,neighborhood,building_class_category,address,zip_code,residential_units,commercial_units,total_units,year_built,sale_price,sale_date,sale_year,sale_month
Manhattan,ALPHABET CITY,03 THREE FAMILY DWELLINGS,243 EAST 7TH STREET,10009,3.0,0.0,3,1899.0,4350000.0,2020-07-16,2020,2020-07
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,301-303 EAST 4TH STREET,10009,8.0,2.0,10,1900.0,3672530.0,2020-11-24,2020,2020-11
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,"278 EAST 7TH STREET, 1B/2B",10009,19.0,0.0,19,1920.0,290000.0,2020-02-07,2020,2020-02
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,"278 EAST 7TH STREET, 5B",10009,19.0,0.0,19,1920.0,125375.0,2020-03-13,2020,2020-03
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,"745 EAST 6TH STREET, 2D",10009,28.0,0.0,28,1900.0,585000.0,2020-02-06,2020,2020-02
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,"719 EAST 6TH STREET, 5D",10009,20.0,0.0,20,1900.0,249508.0,2020-06-03,2020,2020-06
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,9 AVENUE B,10009,8.0,1.0,9,1900.0,1250000.0,2020-06-16,2020,2020-06
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,11 AVENUE B,10009,8.0,1.0,9,1900.0,1250000.0,2020-06-16,2020,2020-06
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,"167 AVENUE C, 2A",10009,8.0,2.0,10,1920.0,37189.0,2020-09-01,2020,2020-09
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,"167 AVENUE C, 3B",10009,8.0,2.0,10,1920.0,20661.0,2020-09-01,2020,2020-09
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,231-233 EAST 4TH STREET,10009,22.0,2.0,24,1890.0,2500000.0,2020-06-16,2020,2020-06
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,506 EAST 6TH STREET,10009,14.0,0.0,14,1920.0,3950000.0,2020-08-24,2020,2020-08
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,307 EAST 10TH STREET,10009,5.0,0.0,5,1900.0,7000000.0,2020-10-22,2020,2020-10
