borough,median_2014,median_2024,pct_change,pct_change_percent
Bronx,368500.0,650000.0,0.7639077340569878,76.39077340569878
Brooklyn,595000.0,995000.0,0.6722689075630253,67.22689075630252
Manhattan,855000.0,1225000.0,0.4327485380116959,43.27485380116959
Queens,410000.0,700000.0,0.7073170731707317,70.73170731707317
Staten Island,395460.0,650000.0,0.643655489809336,64.3655489809336
