borough,neighborhood,building_class_category,address,zip_code,residential_units,commercial_units,total_units,year_built,sale_price,sale_date,sale_year,sale_month
Manhattan,ALPHABET CITY,01 ONE FAMILY DWELLINGS,347 EAST 4TH STREET,10009,1.0,0.0,1,1900.0,2385000.0,2021-02-09,2021,2021-02
Manhattan,ALPHABET CITY,02 TWO FAMILY DWELLINGS,235 EAST 7TH STREET,10009,2.0,0.0,2,2003.0,3025000.0,2021-12-16,2021,2021-12
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,"719 EAST SIXTH STREET, 5C",10009,20.0,0.0,20,1900.0,154196.0,2021-06-11,2021,2021-06
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,233 EAST 3 STREET,10009,29.0,0.0,29,1910.0,7500000.0,2021-06-14,2021,2021-06
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,197 EAST 7TH STREET,10009,10.0,1.0,11,1910.0,3425000.0,2021-02-11,2021,2021-02
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,528 EAST 5TH STREET,10009,8.0,0.0,8,1900.0,4500000.0,2021-11-22,2021,2021-11
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,164 EAST 7TH STREET,10009,9.0,1.0,10,1900.0,11500000.0,2021-12-10,2021,2021-12
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,166 EAST 7TH STREET,10009,9.0,0.0,9,1900.0,11500000.0,2021-12-10,2021,2021-12
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,502 EAST 11TH STREET,10009,5.0,0.0,5,1900.0,4185000.0,2021-12-16,2021,2021-12
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,510 EAST 12TH STREET,10009,20.0,2.0,22,1920.0,9923209.0,2021-04-23,2021,2021-04
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,514 EAST 12TH STREET,10009,20.0,0.0,20,1920.0,9482177.0,2021-04-23,2021,2021-04
Manhattan,ALPHABET CITY,07 RENTALS - WALKUP APARTMENTS,508-510 EAST 13TH STREET,10009,27.0,2.0,29,1900.0,5400000.0,2021-07-08,2021,2021-07
Manhattan,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,215 EAST 3RD STREET,10009,8.0,1.0,9,1900.0,6500000.0,2021-11-10,2021,2021-11
Manhattan,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS,183 AVENUE C,10009,42.0,3.0,45,1910.0,20000000.0,2021-12-31,2021,2021-12
Manhattan,ALPHABET CITY,09 COOPS - WALKUP APARTMENTS,"311 EAST 3RD STREET, 17",10009,,,1,1920.0,444000.0,2021-12-29,2021,2021-12
